Word,Definition,Topic,Difficulty,Synonym,Antonym
Jubilant,Feeling or expressing great happiness and triumph.,synonyms,MEDIUM,Overjoyed,Sorrowful
Jubilant,Feeling or expressing great happiness and triumph.,antonyms,MEDIUM,Overjoyed,Sorrowful
Linger,Stay in a place longer than necessary because of a reluctance to leave.,general-vocabulary,EASY,Remain,Leave
Linger,Stay in a place longer than necessary because of a reluctance to leave.,synonyms,EASY,Remain,Leave
Linger,Stay in a place longer than necessary because of a reluctance to leave.,antonyms,EASY,Remain,Leave
Lucrative,Producing a great deal of profit.,general-vocabulary,HARD,Profitable,Unprofitable
Lucrative,Producing a great deal of profit.,synonyms,HARD,Profitable,Unprofitable
Lucrative,Producing a great deal of profit.,antonyms,HARD,Profitable,Unprofitable
Meticulous,Showing great attention to detail; very careful and precise.,general-vocabulary,HARD,Thorough,Careless
Meticulous,Showing great attention to detail; very careful and precise.,synonyms,HARD,Thorough,Careless
Meticulous,Showing great attention to detail; very careful and precise.,antonyms,HARD,Thorough,Careless
Obsolete,No longer produced or used; out of date.,general-vocabulary,HARD,Outdated,Modern
Obsolete,No longer produced or used; out of date.,synonyms,HARD,Outdated,Modern
Obsolete,No longer produced or used; out of date.,antonyms,HARD,Outdated,Modern
Ominous,Giving the impression that something bad or unpleasant is going to happen.,general-vocabulary,MEDIUM,Threatening,Promising
Ominous,Giving the impression that something bad or unpleasant is going to happen.,synonyms,MEDIUM,Threatening,Promising
Ominous,Giving the impression that something bad or unpleasant is going to happen.,antonyms,MEDIUM,Threatening,Promising
Optimistic,Hopeful and confident about the future.,general-vocabulary,EASY,Hopeful,Pessimistic
Optimistic,Hopeful and confident about the future.,synonyms,EASY,Hopeful,Pessimistic
Optimistic,Hopeful and confident about the future.,antonyms,EASY,Hopeful,Pessimistic
Peculiar,Strange or odd; unusual.,general-vocabulary,EASY,Strange,Normal
Peculiar,Strange or odd; unusual.,synonyms,EASY,Strange,Normal
Peculiar,Strange or odd; unusual.,antonyms,EASY,Strange,Normal
Plausible,Seeming reasonable or probable.,general-vocabulary,HARD,Credible,Implausible
Plausible,Seeming reasonable or probable.,synonyms,HARD,Credible,Implausible
Plausible,Seeming reasonable or probable.,antonyms,HARD,Credible,Implausible
Precise,Marked by exactness and accuracy of expression or detail.,general-vocabulary,MEDIUM,Exact,Inaccurate
Precise,Marked by exactness and accuracy of expression or detail.,synonyms,MEDIUM,Exact,Inaccurate
Precise,Marked by exactness and accuracy of expression or detail.,antonyms,MEDIUM,Exact,Inaccurate
Reluctant,Unwilling and hesitant; disinclined.,general-vocabulary,MEDIUM,Unwilling,Eager
Reluctant,Unwilling and hesitant; disinclined.,synonyms,MEDIUM,Unwilling,Eager
Reluctant,Unwilling and hesitant; disinclined.,antonyms,MEDIUM,Unwilling,Eager
Resilient,Able to withstand or recover quickly from difficult conditions.,general-vocabulary,HARD,Tough,Fragile
Resilient,Able to withstand or recover quickly from difficult conditions.,synonyms,HARD,Tough,Fragile
Resilient,Able to withstand or recover quickly from difficult conditions.,antonyms,HARD,Tough,Fragile
Scarcity,The state of being scarce or in short supply; shortage.,general-vocabulary,MEDIUM,Shortage,Abundance
Scarcity,The state of being scarce or in short supply; shortage.,synonyms,MEDIUM,Shortage,Abundance
Scarcity,The state of being scarce or in short supply; shortage.,antonyms,MEDIUM,Shortage,Abundance
Solitary,Done or existent alone.,general-vocabulary,EASY,Lonely,Social
Solitary,Done or existent alone.,synonyms,EASY,Lonely,Social
Solitary,Done or existent alone.,antonyms,EASY,Lonely,Social
Subtle,So delicate or precise as to be difficult to analyze or describe.,general-vocabulary,HARD,Understated,Overt
Subtle,So delicate or precise as to be difficult to analyze or describe.,synonyms,HARD,Understated,Overt
Subtle,So delicate or precise as to be difficult to analyze or describe.,antonyms,HARD,Understated,Overt
Superfluous,"Unnecessary, especially through being more than enough.",general-vocabulary,HARD,Excess,Essential
Superfluous,"Unnecessary, especially through being more than enough.",synonyms,HARD,Excess,Essential
Superfluous,"Unnecessary, especially through being more than enough.",antonyms,HARD,Excess,Essential
Timid,Showing a lack of courage or confidence; easily frightened.,general-vocabulary,EASY,Shy,Bold
Timid,Showing a lack of courage or confidence; easily frightened.,synonyms,EASY,Shy,Bold
Timid,Showing a lack of courage or confidence; easily frightened.,antonyms,EASY,Shy,Bold
Tranquil,Free from disturbance; calm.,general-vocabulary,MEDIUM,Peaceful,Stormy
Tranquil,Free from disturbance; calm.,synonyms,MEDIUM,Peaceful,Stormy
Tranquil,Free from disturbance; calm.,antonyms,MEDIUM,Peaceful,Stormy
Unanimous,Fully in agreement.,general-vocabulary,HARD,United,Divided
Unanimous,Fully in agreement.,synonyms,HARD,United,Divided
Unanimous,Fully in agreement.,antonyms,HARD,United,Divided
Unique,Being the only one of its kind; unlike anything else.,general-vocabulary,EASY,Distinctive,Common
Unique,Being the only one of its kind; unlike anything else.,synonyms,EASY,Distinctive,Common
Unique,Being the only one of its kind; unlike anything else.,antonyms,EASY,Distinctive,Common
Urgent,Requiring immediate action or attention.,general-vocabulary,EASY,Critical,Unimportant
Urgent,Requiring immediate action or attention.,synonyms,EASY,Critical,Unimportant
Urgent,Requiring immediate action or attention.,antonyms,EASY,Critical,Unimportant
Vague,"Of uncertain, indefinite, or unclear character or meaning.",general-vocabulary,MEDIUM,Indistinct,Clear
Vague,"Of uncertain, indefinite, or unclear character or meaning.",synonyms,MEDIUM,Indistinct,Clear
Vague,"Of uncertain, indefinite, or unclear character or meaning.",antonyms,MEDIUM,Indistinct,Clear
Valiant,Possessing or showing courage or determination.,general-vocabulary,MEDIUM,Brave,Cowardly
Valiant,Possessing or showing courage or determination.,synonyms,MEDIUM,Brave,Cowardly
Valiant,Possessing or showing courage or determination.,antonyms,MEDIUM,Brave,Cowardly
Vanish,Disappear suddenly and completely.,general-vocabulary,EASY,Disappear,Appear
Vanish,Disappear suddenly and completely.,synonyms,EASY,Disappear,Appear
Vanish,Disappear suddenly and completely.,antonyms,EASY,Disappear,Appear
Versatile,Able to adapt or be adapted to many different functions or activities.,general-vocabulary,HARD,Adaptable,Rigid
Versatile,Able to adapt or be adapted to many different functions or activities.,synonyms,HARD,Adaptable,Rigid
Versatile,Able to adapt or be adapted to many different functions or activities.,antonyms,HARD,Adaptable,Rigid
Vibrant,Full of energy and enthusiasm.,general-vocabulary,MEDIUM,Lively,Dull
Vibrant,Full of energy and enthusiasm.,synonyms,MEDIUM,Lively,Dull
Vibrant,Full of energy and enthusiasm.,antonyms,MEDIUM,Lively,Dull
Vital,Absolutely necessary or important; essential.,general-vocabulary,EASY,Essential,Trivial
Vital,Absolutely necessary or important; essential.,synonyms,EASY,Essential,Trivial
Vital,Absolutely necessary or important; essential.,antonyms,EASY,Essential,Trivial
Vivid,"Producing powerful feelings or strong, clear images in the mind.",general-vocabulary,EASY,Bright,Faint
Vivid,"Producing powerful feelings or strong, clear images in the mind.",synonyms,EASY,Bright,Faint
Vivid,"Producing powerful feelings or strong, clear images in the mind.",antonyms,EASY,Bright,Faint
Vulnerable,Exposed to the possibility of being attacked or harmed.,general-vocabulary,HARD,Exposed,Protected
Vulnerable,Exposed to the possibility of being attacked or harmed.,synonyms,HARD,Exposed,Protected
Vulnerable,Exposed to the possibility of being attacked or harmed.,antonyms,HARD,Exposed,Protected
Wary,Feeling or showing caution about possible dangers or problems.,general-vocabulary,MEDIUM,Cautious,Trusting
Wary,Feeling or showing caution about possible dangers or problems.,synonyms,MEDIUM,Cautious,Trusting
Wary,Feeling or showing caution about possible dangers or problems.,antonyms,MEDIUM,Cautious,Trusting
Witty,Showing or characterized by quick and inventive verbal humor.,general-vocabulary,MEDIUM,Clever,Dull
Witty,Showing or characterized by quick and inventive verbal humor.,synonyms,MEDIUM,Clever,Dull
Witty,Showing or characterized by quick and inventive verbal humor.,antonyms,MEDIUM,Clever,Dull
Zealous,Having or showing zeal; passionate and enthusiastic.,general-vocabulary,HARD,Passionate,Apathetic
Zealous,Having or showing zeal; passionate and enthusiastic.,synonyms,HARD,Passionate,Apathetic
Zealous,Having or showing zeal; passionate and enthusiastic.,antonyms,HARD,Passionate,Apathetic
Apparent,Clearly visible or understood; obvious.,general-vocabulary,MEDIUM,Obvious,Hidden
Apparent,Clearly visible or understood; obvious.,synonyms,MEDIUM,Obvious,Hidden
Apparent,Clearly visible or understood; obvious.,antonyms,MEDIUM,Obvious,Hidden
Barren,Too poor to produce much or any vegetation.,general-vocabulary,EASY,Unfruitful,Fertile
Barren,Too poor to produce much or any vegetation.,synonyms,EASY,Unfruitful,Fertile
Barren,Too poor to produce much or any vegetation.,antonyms,EASY,Unfruitful,Fertile
Coincidence,A remarkable concurrence of events or circumstances without apparent causal connection.,general-vocabulary,HARD,Chance,Design
Coincidence,A remarkable concurrence of events or circumstances without apparent causal connection.,synonyms,HARD,Chance,Design
Coincidence,A remarkable concurrence of events or circumstances without apparent causal connection.,antonyms,HARD,Chance,Design
Commence,Begin; start.,general-vocabulary,MEDIUM,Begin,Finish
Commence,Begin; start.,synonyms,MEDIUM,Begin,Finish
Commence,Begin; start.,antonyms,MEDIUM,Begin,Finish
Comply,Act in accordance with a wish or command.,general-vocabulary,MEDIUM,Obey,Disobey
Comply,Act in accordance with a wish or command.,synonyms,MEDIUM,Obey,Disobey
Comply,Act in accordance with a wish or command.,antonyms,MEDIUM,Obey,Disobey
Deceive,Cause someone to believe something that is not true in order to gain a personal advantage.,general-vocabulary,MEDIUM,Mislead,Guide
Deceive,Cause someone to believe something that is not true in order to gain a personal advantage.,synonyms,MEDIUM,Mislead,Guide
Deceive,Cause someone to believe something that is not true in order to gain a personal advantage.,antonyms,MEDIUM,Mislead,Guide
Deteriorate,Become progressively worse.,general-vocabulary,HARD,Worsen,Improve
Deteriorate,Become progressively worse.,synonyms,HARD,Worsen,Improve
Deteriorate,Become progressively worse.,antonyms,HARD,Worsen,Improve
Dispreparate,Essentially different in kind; not allowing comparison.,general-vocabulary,HARD,Distinct,Similar
Dispreparate,Essentially different in kind; not allowing comparison.,synonyms,HARD,Distinct,Similar
Dispreparate,Essentially different in kind; not allowing comparison.,antonyms,HARD,Distinct,Similar
Eccentric,Unconventional and slightly strange.,general-vocabulary,HARD,Unconventional,Normal
Eccentric,Unconventional and slightly strange.,synonyms,HARD,Unconventional,Normal
Eccentric,Unconventional and slightly strange.,antonyms,HARD,Unconventional,Normal
Gargantuan,Enormously large or huge.,general-vocabulary,HARD,Gigantic,Tiny
Gargantuan,Enormously large or huge.,synonyms,HARD,Gigantic,Tiny
Gargantuan,Enormously large or huge.,antonyms,HARD,Gigantic,Tiny
Hinder,"Create difficulties for someone or something, resulting in delay or obstruction.",general-vocabulary,EASY,Impede,Help
Hinder,"Create difficulties for someone or something, resulting in delay or obstruction.",synonyms,EASY,Impede,Help
Hinder,"Create difficulties for someone or something, resulting in delay or obstruction.",antonyms,EASY,Impede,Help
Illuminate,Light up or make visible.,general-vocabulary,MEDIUM,Brighten,Darken
Illuminate,Light up or make visible.,synonyms,MEDIUM,Brighten,Darken
Illuminate,Light up or make visible.,antonyms,MEDIUM,Brighten,Darken
Impeccable,In accordance with the highest standards; faultless.,general-vocabulary,HARD,Flawless,Flawed
Impeccable,In accordance with the highest standards; faultless.,synonyms,HARD,Flawless,Flawed
Impeccable,In accordance with the highest standards; faultless.,antonyms,HARD,Flawless,Flawed
Luminous,Full of or shedding light; bright or shining.,general-vocabulary,MEDIUM,Radiant,Dim
Luminous,Full of or shedding light; bright or shining.,synonyms,MEDIUM,Radiant,Dim
Luminous,Full of or shedding light; bright or shining.,antonyms,MEDIUM,Radiant,Dim
Nostalgia,A sentimental longing or wistful affection for the past.,general-vocabulary,HARD,Longing,Indifference
Nostalgia,A sentimental longing or wistful affection for the past.,synonyms,HARD,Longing,Indifference
Nostalgia,A sentimental longing or wistful affection for the past.,antonyms,HARD,Longing,Indifference
Permeate,Spread throughout something; pervade.,general-vocabulary,HARD,Pervade,Evacuate
Permeate,Spread throughout something; pervade.,synonyms,HARD,Pervade,Evacuate
Permeate,Spread throughout something; pervade.,antonyms,HARD,Pervade,Evacuate
Restrain,Prevent someone or something from doing something; keep under control.,general-vocabulary,MEDIUM,Suppress,Release
Restrain,Prevent someone or something from doing something; keep under control.,synonyms,MEDIUM,Suppress,Release
Restrain,Prevent someone or something from doing something; keep under control.,antonyms,MEDIUM,Suppress,Release
Transient,Lasting only for a short time; impermanent.,general-vocabulary,HARD,Temporary,Permanent
Transient,Lasting only for a short time; impermanent.,synonyms,HARD,Temporary,Permanent
Transient,Lasting only for a short time; impermanent.,antonyms,HARD,Temporary,Permanent
Withstand,Remain undamaged or unaffected by; resist.,general-vocabulary,MEDIUM,Resist,Yield
Withstand,Remain undamaged or unaffected by; resist.,synonyms,MEDIUM,Resist,Yield
Withstand,Remain undamaged or unaffected by; resist.,antonyms,MEDIUM,Resist,Yield
Besmirch,To damage someone's reputation or make something dirty.,general-vocabulary,HARD,Tarnish,Honor
Besmirch,To damage someone's reputation or make something dirty.,synonyms,HARD,Tarnish,Honor
Besmirch,To damage someone's reputation or make something dirty.,antonyms,HARD,Tarnish,Honor
Routine,Done as a usual practice; ordinary and repeated.,general-vocabulary,EASY,Habitual,Unusual
Routine,Done as a usual practice; ordinary and repeated.,synonyms,EASY,Habitual,Unusual
Routine,Done as a usual practice; ordinary and repeated.,antonyms,EASY,Habitual,Unusual
Deterrent,Something that makes someone less likely to do something.,general-vocabulary,HARD,Discouragement,Incentive
Deterrent,Something that makes someone less likely to do something.,synonyms,HARD,Discouragement,Incentive
Deterrent,Something that makes someone less likely to do something.,antonyms,HARD,Discouragement,Incentive
Being,The state of existing; a living creature or entity.,general-vocabulary,EASY,Entity,Nonexistence
Being,The state of existing; a living creature or entity.,synonyms,EASY,Entity,Nonexistence
Being,The state of existing; a living creature or entity.,antonyms,EASY,Entity,Nonexistence
Useless,Not able to do anything helpful; not working or effective.,general-vocabulary,EASY,Futile,Useful
Useless,Not able to do anything helpful; not working or effective.,synonyms,EASY,Futile,Useful
Useless,Not able to do anything helpful; not working or effective.,antonyms,EASY,Futile,Useful
Evacuate,To move people from a dangerous place to safety; to clear out.,general-vocabulary,MEDIUM,Abandon,Occupate
Evacuate,To move people from a dangerous place to safety; to clear out.,synonyms,MEDIUM,Abandon,Occupate
Evacuate,To move people from a dangerous place to safety; to clear out.,antonyms,MEDIUM,Abandon,Occupate
Implausible,Not seeming reasonable or probable; difficult to believe.,general-vocabulary,HARD,Far-fetched,Plausible
Implausible,Not seeming reasonable or probable; difficult to believe.,synonyms,HARD,Far-fetched,Plausible
Implausible,Not seeming reasonable or probable; difficult to believe.,antonyms,HARD,Far-fetched,Plausible
Hard,Needing a lot of effort; not easy to do or understand.,general-vocabulary,EASY,Difficult,Easy
Hard,Needing a lot of effort; not easy to do or understand.,synonyms,EASY,Difficult,Easy
Hard,Needing a lot of effort; not easy to do or understand.,antonyms,EASY,Difficult,Easy
Fit,Having the right skills or qualities for a task; appropriate.,general-vocabulary,EASY,Suitable,Unsuitable
Fit,Having the right skills or qualities for a task; appropriate.,synonyms,EASY,Suitable,Unsuitable
Fit,Having the right skills or qualities for a task; appropriate.,antonyms,EASY,Suitable,Unsuitable
Balanced,Even and well-proportioned; not likely to tip or change suddenly.,general-vocabulary,EASY,Stable,Unstable
Balanced,Even and well-proportioned; not likely to tip or change suddenly.,synonyms,EASY,Stable,Unstable
Balanced,Even and well-proportioned; not likely to tip or change suddenly.,antonyms,EASY,Stable,Unstable
Orange,A colour between red and yellow; also a citrus fruit.,general-vocabulary,EASY,Amber,N/A
Orange,A colour between red and yellow; also a citrus fruit.,synonyms,EASY,Amber,N/A
Orange,A colour between red and yellow; also a citrus fruit.,antonyms,EASY,Amber,N/A
Dare,To have the courage to do something difficult or risky.,general-vocabulary,EASY,Venture,Cower
Dare,To have the courage to do something difficult or risky.,synonyms,EASY,Venture,Cower
Dare,To have the courage to do something difficult or risky.,antonyms,EASY,Venture,Cower
Rave,To speak wildly or very excitedly (in anger or in praise).,general-vocabulary,MEDIUM,Rant,Whisper
Rave,To speak wildly or very excitedly (in anger or in praise).,synonyms,MEDIUM,Rant,Whisper
Rave,To speak wildly or very excitedly (in anger or in praise).,antonyms,MEDIUM,Rant,Whisper
Pious,Deeply religious or showing strong religious feeling.,general-vocabulary,HARD,Devout,Impious
Pious,Deeply religious or showing strong religious feeling.,synonyms,HARD,Devout,Impious
Pious,Deeply religious or showing strong religious feeling.,antonyms,HARD,Devout,Impious
Pleasing,Giving a sense of enjoyment or satisfaction.,general-vocabulary,EASY,Appealing,Offensive
Pleasing,Giving a sense of enjoyment or satisfaction.,synonyms,EASY,Appealing,Offensive
Pleasing,Giving a sense of enjoyment or satisfaction.,antonyms,EASY,Appealing,Offensive
Light,To start something burning; to make light appear.,general-vocabulary,EASY,Ignite,Extinguish
Light,To start something burning; to make light appear.,synonyms,EASY,Ignite,Extinguish
Light,To start something burning; to make light appear.,antonyms,EASY,Ignite,Extinguish
Drowsy,Feeling sleepy and lacking energy.,general-vocabulary,EASY,Sleepy,Alert
Drowsy,Feeling sleepy and lacking energy.,synonyms,EASY,Sleepy,Alert
Drowsy,Feeling sleepy and lacking energy.,antonyms,EASY,Sleepy,Alert
Questionable,"Not certain, or possibly wrong or dishonest.",general-vocabulary,MEDIUM,Dubious,Certain
Questionable,"Not certain, or possibly wrong or dishonest.",synonyms,MEDIUM,Dubious,Certain
Questionable,"Not certain, or possibly wrong or dishonest.",antonyms,MEDIUM,Dubious,Certain
Loud,Making a lot of sound; very strong in volume.,general-vocabulary,EASY,Deafening,Quiet
Loud,Making a lot of sound; very strong in volume.,synonyms,EASY,Deafening,Quiet
Loud,Making a lot of sound; very strong in volume.,antonyms,EASY,Deafening,Quiet
Vendor,A person or company that sells goods or services.,general-vocabulary,MEDIUM,Trader,Buyer
Vendor,A person or company that sells goods or services.,synonyms,MEDIUM,Trader,Buyer
Vendor,A person or company that sells goods or services.,antonyms,MEDIUM,Trader,Buyer
Company,The people who are with you; companionship.,general-vocabulary,EASY,Presence,Solitude
Company,The people who are with you; companionship.,synonyms,EASY,Presence,Solitude
Company,The people who are with you; companionship.,antonyms,EASY,Presence,Solitude
Potential,Having the capacity to become something in the future.,general-vocabulary,MEDIUM,Possibility,Impossibility
Potential,Having the capacity to become something in the future.,synonyms,MEDIUM,Possibility,Impossibility
Potential,Having the capacity to become something in the future.,antonyms,MEDIUM,Possibility,Impossibility
Adoration,Deep love and admiration.,general-vocabulary,MEDIUM,Devotion,Hatred
Adoration,Deep love and admiration.,synonyms,MEDIUM,Devotion,Hatred
Adoration,Deep love and admiration.,antonyms,MEDIUM,Devotion,Hatred
Confine,To keep something or someone within certain boundaries.,general-vocabulary,MEDIUM,Restrict,Release
Confine,To keep something or someone within certain boundaries.,synonyms,MEDIUM,Restrict,Release
Confine,To keep something or someone within certain boundaries.,antonyms,MEDIUM,Restrict,Release
Defeat,To win against someone or something in a contest or struggle.,general-vocabulary,EASY,Conquer,Surrender
Defeat,To win against someone or something in a contest or struggle.,synonyms,EASY,Conquer,Surrender
Defeat,To win against someone or something in a contest or struggle.,antonyms,EASY,Conquer,Surrender
Clump,A group of things or people that are close together.,general-vocabulary,EASY,Cluster,Individual
Clump,A group of things or people that are close together.,synonyms,EASY,Cluster,Individual
Clump,A group of things or people that are close together.,antonyms,EASY,Cluster,Individual
Savage,"Extremely violent, cruel, or uncontrolled.",general-vocabulary,MEDIUM,Fierce,Gentle
Savage,"Extremely violent, cruel, or uncontrolled.",synonyms,MEDIUM,Fierce,Gentle
Savage,"Extremely violent, cruel, or uncontrolled.",antonyms,MEDIUM,Fierce,Gentle
Healing,Helping to make someone healthy again.,general-vocabulary,EASY,Restorative,Harmful
Healing,Helping to make someone healthy again.,synonyms,EASY,Restorative,Harmful
Healing,Helping to make someone healthy again.,antonyms,EASY,Restorative,Harmful
Concur,To have the same opinion; to agree with someone.,general-vocabulary,HARD,Agree,Disagree
Concur,To have the same opinion; to agree with someone.,synonyms,HARD,Agree,Disagree
Concur,To have the same opinion; to agree with someone.,antonyms,HARD,Agree,Disagree
Offend,"To make someone feel hurt, angry, or insulted.",general-vocabulary,EASY,Irritate,Please
Offend,"To make someone feel hurt, angry, or insulted.",synonyms,EASY,Irritate,Please
Offend,"To make someone feel hurt, angry, or insulted.",antonyms,EASY,Irritate,Please
Ascertain,To find out or learn something for certain.,general-vocabulary,HARD,Determine,Guess
Ascertain,To find out or learn something for certain.,synonyms,HARD,Determine,Guess
Ascertain,To find out or learn something for certain.,antonyms,HARD,Determine,Guess
Affable,Pleasant and easy to talk to; kind and polite.,general-vocabulary,HARD,Gracious,Unfriendly
Affable,Pleasant and easy to talk to; kind and polite.,synonyms,HARD,Gracious,Unfriendly
Affable,Pleasant and easy to talk to; kind and polite.,antonyms,HARD,Gracious,Unfriendly
Necessary,Needed for something to happen or be done.,general-vocabulary,EASY,Essential,Unnecessary
Necessary,Needed for something to happen or be done.,synonyms,EASY,Essential,Unnecessary
Necessary,Needed for something to happen or be done.,antonyms,EASY,Essential,Unnecessary
Relish,To take great pleasure in something.,general-vocabulary,MEDIUM,Savour,Dislike
Relish,To take great pleasure in something.,synonyms,MEDIUM,Savour,Dislike
Relish,To take great pleasure in something.,antonyms,MEDIUM,Savour,Dislike
Combust,To catch fire and begin burning.,general-vocabulary,MEDIUM,Ignite,Extinguish
Combust,To catch fire and begin burning.,synonyms,MEDIUM,Ignite,Extinguish
Combust,To catch fire and begin burning.,antonyms,MEDIUM,Ignite,Extinguish
Cruelty,Deliberately causing pain or suffering.,general-vocabulary,EASY,Brutality,Kindness
Cruelty,Deliberately causing pain or suffering.,synonyms,EASY,Brutality,Kindness
Cruelty,Deliberately causing pain or suffering.,antonyms,EASY,Brutality,Kindness
Renege,To go back on a promise or agreement.,general-vocabulary,HARD,Retract,Fulfill
Renege,To go back on a promise or agreement.,synonyms,HARD,Retract,Fulfill
Renege,To go back on a promise or agreement.,antonyms,HARD,Retract,Fulfill
Budding,Beginning to develop or show promise.,general-vocabulary,MEDIUM,Emerging,Fading
Budding,Beginning to develop or show promise.,synonyms,MEDIUM,Emerging,Fading
Budding,Beginning to develop or show promise.,antonyms,MEDIUM,Emerging,Fading
Ornamental,Used for decoration rather than practical use.,general-vocabulary,MEDIUM,Decorative,Functional
Ornamental,Used for decoration rather than practical use.,synonyms,MEDIUM,Decorative,Functional
Ornamental,Used for decoration rather than practical use.,antonyms,MEDIUM,Decorative,Functional
Fast,Moving or happening at great speed.,general-vocabulary,EASY,Rapid,Slow
Fast,Moving or happening at great speed.,synonyms,EASY,Rapid,Slow
Fast,Moving or happening at great speed.,antonyms,EASY,Rapid,Slow
Fraction,A small piece or a part of a whole.,general-vocabulary,EASY,Portion,Whole
Fraction,A small piece or a part of a whole.,synonyms,EASY,Portion,Whole
Fraction,A small piece or a part of a whole.,antonyms,EASY,Portion,Whole
Mysterious,Difficult to understand or explain; full of secrets.,general-vocabulary,EASY,Enigmatic,Clear
Mysterious,Difficult to understand or explain; full of secrets.,synonyms,EASY,Enigmatic,Clear
Mysterious,Difficult to understand or explain; full of secrets.,antonyms,EASY,Enigmatic,Clear
Indefatigable,Never getting tired or giving up.,general-vocabulary,HARD,Persistent,Lazy
Indefatigable,Never getting tired or giving up.,synonyms,HARD,Persistent,Lazy
Indefatigable,Never getting tired or giving up.,antonyms,HARD,Persistent,Lazy
Significant,Having great meaning or effect.,general-vocabulary,MEDIUM,Important,Insignificant
Significant,Having great meaning or effect.,synonyms,MEDIUM,Important,Insignificant
Significant,Having great meaning or effect.,antonyms,MEDIUM,Important,Insignificant
Hefty,Big and strong; substantial in size or amount.,general-vocabulary,MEDIUM,Substantial,Light
Hefty,Big and strong; substantial in size or amount.,synonyms,MEDIUM,Substantial,Light
Hefty,Big and strong; substantial in size or amount.,antonyms,MEDIUM,Substantial,Light
Oil,"A thick, smooth liquid used for cooking or making machines work smoothly.",general-vocabulary,EASY,Lubricant,N/A
Oil,"A thick, smooth liquid used for cooking or making machines work smoothly.",synonyms,EASY,Lubricant,N/A
Oil,"A thick, smooth liquid used for cooking or making machines work smoothly.",antonyms,EASY,Lubricant,N/A
Bedraggled,"Wet, dirty, and untidy.",general-vocabulary,HARD,Saturated,Neat
Bedraggled,"Wet, dirty, and untidy.",synonyms,HARD,Saturated,Neat
Bedraggled,"Wet, dirty, and untidy.",antonyms,HARD,Saturated,Neat
Pertinent,Connected to the subject being considered; suitable.,general-vocabulary,HARD,Relevant,Irrelevant
Pertinent,Connected to the subject being considered; suitable.,synonyms,HARD,Relevant,Irrelevant
Pertinent,Connected to the subject being considered; suitable.,antonyms,HARD,Relevant,Irrelevant
Groggy,"Weak, tired, or unable to think clearly, often after waking up.",general-vocabulary,MEDIUM,Dazed,Alert
Groggy,"Weak, tired, or unable to think clearly, often after waking up.",synonyms,MEDIUM,Dazed,Alert
Groggy,"Weak, tired, or unable to think clearly, often after waking up.",antonyms,MEDIUM,Dazed,Alert
Calculated,"Planned or intended, not by chance.",general-vocabulary,MEDIUM,Premeditated,Spontaneous
Calculated,"Planned or intended, not by chance.",synonyms,MEDIUM,Premeditated,Spontaneous
Calculated,"Planned or intended, not by chance.",antonyms,MEDIUM,Premeditated,Spontaneous
Stinginess,Unwillingness to give or spend; a lack of generosity.,general-vocabulary,MEDIUM,Miserliness,Generosity
Stinginess,Unwillingness to give or spend; a lack of generosity.,synonyms,MEDIUM,Miserliness,Generosity
Stinginess,Unwillingness to give or spend; a lack of generosity.,antonyms,MEDIUM,Miserliness,Generosity
Aversion,A strong feeling of not liking something or wanting to avoid it.,general-vocabulary,HARD,Dislike,Liking
Aversion,A strong feeling of not liking something or wanting to avoid it.,synonyms,HARD,Dislike,Liking
Aversion,A strong feeling of not liking something or wanting to avoid it.,antonyms,HARD,Dislike,Liking
Contort,To bend or twist out of a normal shape.,general-vocabulary,MEDIUM,Twist,Straighten
Contort,To bend or twist out of a normal shape.,synonyms,MEDIUM,Twist,Straighten
Contort,To bend or twist out of a normal shape.,antonyms,MEDIUM,Twist,Straighten
Buoyant,Feeling happy and confident; able to stay afloat.,general-vocabulary,HARD,Upbeat,Depressed
Buoyant,Feeling happy and confident; able to stay afloat.,synonyms,HARD,Upbeat,Depressed
Buoyant,Feeling happy and confident; able to stay afloat.,antonyms,HARD,Upbeat,Depressed
Harass,To trouble or annoy someone repeatedly.,general-vocabulary,MEDIUM,Pester,Comfort
Harass,To trouble or annoy someone repeatedly.,synonyms,MEDIUM,Pester,Comfort
Harass,To trouble or annoy someone repeatedly.,antonyms,MEDIUM,Pester,Comfort
Misery,Great unhappiness or physical/mental pain.,general-vocabulary,EASY,Agony,Joy
Misery,Great unhappiness or physical/mental pain.,synonyms,EASY,Agony,Joy
Misery,Great unhappiness or physical/mental pain.,antonyms,EASY,Agony,Joy
Admonish,To tell someone firmly that they have done something wrong.,general-vocabulary,HARD,Rebuke,Praise
Admonish,To tell someone firmly that they have done something wrong.,synonyms,HARD,Rebuke,Praise
Admonish,To tell someone firmly that they have done something wrong.,antonyms,HARD,Rebuke,Praise
Eaten,Already taken as food; having been eaten.,general-vocabulary,EASY,Consumed,Uneaten
Eaten,Already taken as food; having been eaten.,synonyms,EASY,Consumed,Uneaten
Eaten,Already taken as food; having been eaten.,antonyms,EASY,Consumed,Uneaten
Annual,Happening once every year.,general-vocabulary,EASY,Yearly,Perennial
Annual,Happening once every year.,synonyms,EASY,Yearly,Perennial
Annual,Happening once every year.,antonyms,EASY,Yearly,Perennial
Designate,To choose someone or something for a specific purpose or role.,general-vocabulary,MEDIUM,Select,Dismiss
Designate,To choose someone or something for a specific purpose or role.,synonyms,MEDIUM,Select,Dismiss
